,indeks_1,indeks_2,No,Nama Dosen,Judul Jurnal,Kata Judul Jurnal Hasil Filter
15215,15215,15216,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,cosine
15216,15216,15217,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,similarity
15217,15217,15218,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,identifikasi
15218,15218,15219,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,bibit
15219,15219,15220,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,lele
15220,15220,15221,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,unggul
15221,15221,15222,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,dasar
15222,15222,15223,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,gerak
15223,15223,15224,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,metode
15224,15224,15225,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,phase
15225,15225,15226,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,only
15226,15226,15227,1481,"Ulla Delfana Rosiani, ST., MT.",IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,correlation
15227,15227,15228,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,geografis
15228,15228,15229,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,panti
15229,15229,15230,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,asuh
15230,15230,15231,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,kabupaten
15231,15231,15232,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,malang
15232,15232,15233,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,perata
15233,15233,15234,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,donasi
15234,15234,15235,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,bas
15235,15235,15236,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,php
15236,15236,15237,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,studi
15237,15237,15238,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,kasus
15238,15238,15239,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,dinas
15239,15239,15240,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,sosial
15240,15240,15241,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,kabupaten
15241,15241,15242,1482,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,malang
15242,15242,15243,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,kembang
15243,15243,15244,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,kenal
15244,15244,15245,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,motif
15245,15245,15246,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,batik
15246,15246,15247,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,tradisional
15247,15247,15248,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,bas
15248,15248,15249,1483,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,mobile
15249,15249,15250,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,facial
15250,15250,15251,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,landmark
15251,15251,15252,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,point
15252,15252,15253,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,klasifikasi
15253,15253,15254,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,jenis
15254,15254,15255,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,kelamin
15255,15255,15256,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,dasar
15256,15256,15257,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,citra
15257,15257,15258,1484,"Ulla Delfana Rosiani, ST., MT.",PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,wajah
15258,15258,15259,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,klasifikasi
15259,15259,15260,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,citra
15260,15260,15261,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,daging
15261,15261,15262,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,dasar
15262,15262,15263,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,fitur
15263,15263,15264,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,warna
15264,15264,15265,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,tekstur
15265,15265,15266,1485,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,bas
15266,15266,15267,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,klasifikasi
15267,15267,15268,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,kualitas
15268,15268,15269,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,biji
15269,15269,15270,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,jagung
15270,15270,15271,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,dasar
15271,15271,15272,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,deteksi
15272,15272,15273,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,warna
15273,15273,15274,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,bentuk
15274,15274,15275,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,metode
15275,15275,15276,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,k-nearest
15276,15276,15277,1486,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,neighbor
15277,15277,15278,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,klasifikasi
15278,15278,15279,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,warna
15279,15279,15280,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,liquid
15280,15280,15281,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,glucose
15281,15281,15282,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,dasar
15282,15282,15283,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,citra
15283,15283,15284,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,hsv
15284,15284,15285,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,euclidean
15285,15285,15286,1487,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,distance
15286,15286,15287,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,klasifikasi
15287,15287,15288,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,karakter
15288,15288,15289,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,wanita
15289,15289,15290,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,jawa
15290,15290,15291,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,metode
15291,15291,15292,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,na
15292,15292,15293,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,ve
15293,15293,15294,1488,"Ulla Delfana Rosiani, ST., MT.",KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,bayes
15294,15294,15295,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,analisa
15295,15295,15296,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,atur
15296,15296,15297,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,nilai
15297,15297,15298,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,bobot
15298,15298,15299,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,leaf
15299,15299,15300,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,node
15300,15300,15301,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,algoritma
15301,15301,15302,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,weighted
15302,15302,15303,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,tree
15303,15303,15304,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,similarity
15304,15304,15305,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,cari
15305,15305,15306,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,lowong
15306,15306,15307,1489,"Ulla Delfana Rosiani, ST., MT.",Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,kerja
15307,15307,15308,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,analisis
15308,15308,15309,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,respon
15309,15309,15310,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,emosi
15310,15310,15311,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,marah
15311,15311,15312,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,wanita
15312,15312,15313,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,jawa
15313,15313,15314,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,algoritma
15314,15314,15315,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,k-means
15315,15315,15316,1490,"Ulla Delfana Rosiani, ST., MT.",Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,clustering
15316,15316,15317,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,olah
15317,15317,15318,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,citra
15318,15318,15319,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,hitung
15319,15319,15320,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,resistansi
15320,15320,15321,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,resistor
15321,15321,15322,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,metode
15322,15322,15323,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,back
15323,15323,15324,1491,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,propagation
15324,15324,15325,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,dukung
15325,15325,15326,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,putus
15326,15326,15327,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,nilai
15327,15327,15328,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,kerja
15328,15328,15329,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,resort
15329,15329,15330,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,kelola
15330,15330,15331,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,tamannasional
15331,15331,15332,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,bromo
15332,15332,15333,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,tengger
15333,15333,15334,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,meru
15334,15334,15335,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,metode
15335,15335,15336,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,simple
15336,15336,15337,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,additive
15337,15337,15338,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,weighting
15338,15338,15339,1492,"Ulla Delfana Rosiani, ST., MT.",Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,saw
15339,15339,15340,1493,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,amal
15340,15340,15341,1493,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,jual
15341,15341,15342,1493,"Ulla Delfana Rosiani, ST., MT.",SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,barang
