No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
1826,66,3,IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,1.0879344513456466e-46
1827,66,28,SISTEM INFORMASI GEOGRAFIS PANTI ASUHAN DI KABUPATEN MALANG UNTUK PEMERATAAN DONASI BERBASIS PHP STUDI KASUS DI DINAS SOSIAL KABUPATEN MALANG,1.0334479241726296e-35
1828,66,36,Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,4.5942280405719735e-43
1829,66,23,Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,3.5790638483023305e-67
1830,66,23,Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,3.0043058930285916e-42
1831,66,25,Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,1.8486172876780563e-46
1832,66,7,KLASIFIKASI KARAKTER WANITA JAWA MENGGUNAKAN METODE NAÏVE BAYES,1.1957019953311065e-21
1833,66,4,Analisa Pengaturan Nilai Bobot Leaf Node Pada Algoritma Weighted Tree Similarity Untuk Pencarian Informasi Lowongan Pekerjaan,9.58920284826316e-37
1834,66,25,IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,9.43712849459508e-23
1835,66,30,SISTEM INFORMASI PERAMALAN PENJUALAN BARANG DI CV ZAMI PUTRA MENGGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,6.078856086067521e-41
1836,66,23,PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,1.5574500377200893e-45
1837,66,32,Rancang Bangun Sistem Manajemen Proyek dan Kolaborasi Tim Developer,4.2040853194554375e-21
1838,67,11,Implementasi Raspberry Pi untuk Rancang Bangun Sistem Keamanan Pintu Ruang Server dengan Pengenalan Wajah Menggunakan Metode Triangle Face,2.3357178714247303e-70
1839,67,11,Implementasi Iot Pada Sistem Monitoring Dan Pengendali Sirkulasi Air Tanaman Hidroponik,8.065545481152608e-40
1840,67,31,Implementasi Metode MVC untuk Pembangunan Sistem Informasi Pelatihan Kerja Studi Kasus UPT Pelatihan Kerja Singosari,1.7821675186485218e-29
1841,67,2,Analisis Perilaku Non Playable Character Npc Pada Game Menggunakan Fuzzy Sugeno,9.24342191460034e-23
1842,67,27,Penerapan Aplikasi Up-Event pada Tata Kelola Kegiatan Multi Vendor,1.6407106149618634e-32
1843,67,4,Penerapan Vector Space Model Dalam Klasifikasi Penilaian Thematic Appeception Test,6.830411819455967e-38
1844,67,37,Pembelajaran Humane Education di Kurikulum 2013 Menggunakan Media Animasi,2.4536354638857032e-20
1845,67,12,Pemanfaatan Website Untuk Manajemen Informasi Penelitian Peternakan Kota Batu,2.9683041438072864e-21
1846,67,28,Sistem Cerdas Pencarian Lokasi Parkir Terbaik dengan Algoritma Fuzzy-Best Fit,5.712749796257578e-24
1847,67,38,RANCANG BANGUN APLIKASI MARP UNTUK WAYFINDING GEDUNG DAN RUANGAN DI POLINEMA,1.441112468605122e-30
1848,67,38,TERAPAN MCRNG SEBAGAI GENERATOR ACAK UNTUK GAME,5.2874626927289185e-11
1849,67,30,Implementasi Metode Fuzzy Time Series Markov Chain untuk Prediksi Harga Telur Puyuh,4.59906846657298e-59
1850,67,37,Problematika Pembelajaran Jarak Jauh PJJ Mata Pelajaran Informatika pada Masa Pandemi di MAN 1 Kota Malang,2.992969579744957e-74
1851,67,36,Pengembangan Aplikasi Deteksi Dini Pada Anak Berkebutuhan Khusus Di Sekolah Luar Biasa,2.714964568943858e-52
1852,67,34,Sistem informasi Supply Chain Management untuk Penjadwalan Produksi Sayuran Hidroponik,2.1039099512304962e-22
1853,67,30,Manajemen Produksi Cup Menggunakan Metode Regresi Linier,1.1774446603146928e-16
1854,67,4,Rancang Bangun Sistem Cerdas Thematic Apperception Test Menggunakan Metode Vector Space Model,7.738915339594135e-48
1855,67,31,IMPLEMENTASI APLIKASI PSIKOLOGI EKSPERIMEN UNTUK MENENTUKAN KONDISI KETAHANAN JIWA MENGGUNAKAN METODE FUZZY MAMDHANI,7.159237522762977e-43
1856,67,38,IMPLEMENTASI APLIKASI E-REPORTING INFRASTRUCTURE ERI SEBAGAI MEDIA MONITORING PENGADUAN KERUSAKAN FASILITAS DI POLITEKNIK NEGERI MALANG,2.5272332205288083e-72
1857,67,28,Pengembangan E-Marketplace Sayur Hidroponik Berbasis Web,3.142515022063822e-20
1858,67,38,Aplikasi Depression Test dan Art Drawing sebagai Media Komunikasi Nonverbal,7.125139278911076e-16
1859,67,34,SISTEM INFORMASI DAN PEMBAYARAN ELEKTRONIK BANK SAMPAH BERBASIS ANDROID MENGGUNAKAN QR CODE DI POLITEKNIK NEGERI MALANG,8.102130576926124e-35
1860,67,38,PEMODELAN KONTEN AUGMENTED REALITY DALAM KONSEP INTERACTIVE REALTIME,1.0199405402610435e-55
1861,67,38,MEDIA PEMBELAJARAN INTERAKTIF TERHADAP GWK CUTURE PARK MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY,3.605646538361299e-37
1862,67,12,PEMANFAATAN KONTEN WEBSITE ONE ON ONE UNTUK MANAJEMEN KARYAWAN DI PT TIRTA INVESTAMA PANDAAN,2.856180487657672e-34
1863,67,12,Perancangan Sistem Informasi Pengolahan Data Belanja Langsung Berbasis Website,8.471578581851204e-24
1864,67,34,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,5.1088997054823244e-55
1865,67,28,TOURIST GUIDE APPLICATION PENGENALAN POTENSI PARIWISATA KOTA MALANG MENGGUNAKAN HYBRID TECHNOLOGY,1.2449151646841348e-75
1866,67,38,PEMANFAATAN KONTEN AUGMENTED REALITY UNTUK PEMBELAJARAN BAHASA INGGRIS,1.2354599675106806e-21
1867,67,36,PENGEMBANGAN GAME “PETUALANGAN JAKA DAN POHON KACANG AJAIB”,3.4251705863431423e-14
1868,67,3,APLIKASI DISTRIBUSI COCA-COLA FANTA DAN SPRITE MENGGUNAKAN METODE NEAREST NEIGHBOR Studi Kasus Pada CV Daselim,2.3572632493225745e-49
1869,67,36,GAME EDUCATION TEBAK GAMBAR HEWAN VERTEBRATA DAN INVERTEBRATA BERBASIS ANDROID,4.09422278455714e-30
1870,67,3,PREDIKSI POLA PERMAINAN SEPAKBOLA MENGGUNAKAN METODE DEMPSTER-SHAFER DAN PROFILE MATCHING,2.2697870314757487e-43
1871,67,28,Analisis Pencarian Lokasi Parkir Terbaik Dengan Menggunakan Algoritma Best Fit Dan Logika Fuzzy Berbasis Radio Frequency Identification RFID,9.39970806549835e-48
1872,67,38,Implementasi Aplikasi E-Reporting Infrastructure ERI Sebagai Media Monitoring Pengaduan Kerusakan Fasilitas Kampus,9.41896992460269e-58
1873,67,38,SIMULASI VIRTUAL REALITY PENDETEKSI TINGKAT PHOBIA SESEORANG SEBAGAI ALAT BANTU TERAPI ACROPHOBIA PHOBIA KETINGGIAN BERBASIS ANDROID,1.1879616329074352e-106
1874,67,11,Implementasi IoT pada Sistem Monitoring dan Pengendali Sirkulasi Air Tanaman Hidroponik,3.909230893003823e-21
1875,67,38,SIMULASI VIRTUAL REALITY PENDETEKSI TINGKAT PHOBIA SESEORANG SEBAGAI ALAT BANTU TERAPI ACROPHOBIA PHOBIA KETINGGIAN BERBASIS ANDROID,1.1879616329074352e-106
1876,69,20,Studi Dan Implementasi Steganografi Pada File Audio Dengan Teknik Spread Spectrum,1.1319459352204062e-22
1877,69,18,Optimalisasi Pemrosesan Distributed RSA Algorithm dengan Metode Penjadwalan Proses Pada Single Board Computer Cluster,3.8809796499608764e-75
1878,69,18,Analisis Forensik Digital Memori Volatile untuk Mendapatkan Kunci Enkripsi Aplikasi Dm-Crypt,1.9956060053716707e-58
1879,69,3,Klasifikasi Jenis serangan DOS dan Probing pada IDS menggunakan metode K-Nearest Neighbor,2.370526904351537e-44
1880,69,7,IMPLEMENTASI METODE K-NEAREST NEIGHBOR DALAM MENGKLASIFIKASIKAN JENIS SERANGAN INTRUSION DETECTION SYSTEM,2.9476195667005586e-58
1881,70,6,Algoritma Genetika untuk Optimasi Komposisi Makanan Bagi Penderita Hipertensi,3.7004466839360765e-24
1882,70,9,Desain Sistem Smart Attendance Menggunakan Kombinasi Smart Card Dan Sidik Jari,5.165473734972792e-39
1883,70,34,Penyusunan Jadwal Asisten Praktikum Menggunakan Algoritma Genetika,1.0376541844870917e-21
1884,70,6,OPTIMASI PENDISTRIBUSIAN BARANG FARMASI MENGGUNAKAN ALGORITMA GENETIKA,2.165759017129425e-17
1885,70,31,Penentuan Prioritas Rumah Tangga Miskin Menggunakan Fuzzy Tsukamoto,8.465518674481821e-23
1886,70,7,Klasifikasi Teks Laporan Masyarakat Pada Situs Lapor! Menggunakan Recurrent Neural Network,9.545683534473007e-55
1887,70,3,SUPPORT VECTOR REGRESSION UNTUK MEMPREDIKSI JUMLAH KUNJUNGAN WISATAWAN MANCANEGARA DI PULAU BALI,1.474804674386711e-31
1888,70,35,Pelatihan Pengenalan Rambu-Rambu Lalu Lintas dan Prioritas Pengguna Jalan Menggunakan Media Interaktif,3.948163480860703e-101
1889,70,18,Pemanfaatan AES dengan Key Dinamis sebagai Metode Pengamanan Data pada Smart Card,7.846177006920239e-55
1890,70,28,Penentuan Rute Pengiriman Ice Tube di Kota Malang dengan Algoritma Genetika,3.634281822705723e-23
1891,70,31,Optimasi Aturan Fuzzy Menggunakan Particle Swarm Optimization untuk Penentuan Prioritas Rumah Tangga Miskin,9.926488683655754e-38
1892,70,28,PENGEMBANGAN SISTEM INFORMASI TUMBUH KEMBANG BALITA DI POSYANDU RAJAWALI KECAMATAN SINGOSARI KABUPATEN MALANG,2.7689145370287903e-87
1893,70,27,SISTEM INFORMASI MANAJEMEN PEMESANAN USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,1.8775237475697857e-77
1894,70,18,END TO END ENKRIPSI MENGGUNAKAN ADVANCED ENCRYPTION STANDARD PADA PERANGKAT INTERNET OF THINGS,8.427899312437498e-36
1895,70,5,SISTEM PAKAR REKOMENDASI MENU MAKANAN UNTUK MENCUKUPI KEBUTUHAN GIZI IBU MENYUSUI,7.519003965956194e-63
1896,70,30,PERAMALAN HARGA BAHAN POKOK MENGGUNAKAN SUPPORT VECTOR REGRESSION,4.589000083440723e-71
1897,70,28,SISTEM INFORMASI PENGELOLAAN DATA KUNJUNGAN BEROBAT POLIKLINIK BERBASIS WEB DI POLITEKNIK NEGERI MALANG,6.64042652683904e-58
1898,70,20,Deteksi Copy-Move Forgery pada Citra Digital menggunakan Scale Invariant Feature Transform,1.0031318094299956e-22
1899,70,33,SISTEM INFORMASI MANAJEMEN PERSEWAAN OUTDOOR DI MALANG CAMP BERBASIS WEBSITE,2.044046792050913e-17
1900,70,8,Identifikasi Instansi Terkait pada Layanan Aspirasi dan Pengaduan Online Rakyat di Situs LAPOR! Menggunakan Recurrent Neural Network,1.7908599386822645e-70
1901,70,21,Optimasi Komposisi Pakan Ternak Menggunakan Hybrid Algoritma Genetika Adaptif dan Simulated Annealing”,3.168688807478409e-28
1902,70,21,OPTIMASI RUTE KENDARAAN TRAVEL MENGGUNAKAN HYBRID PARTICLE SWARM OPTIMIZATION DENGAN ALGORITMA GENETIKA,2.16224804370296e-34
1903,71,5,SISTEM PAKAR DIAGNOSA PREEKLAMPSIA DINI PADA IBU HAMIL MENGGUNAKAN METODE FUZZY LOGIC DAN CERTAINTY FACTOR,2.77461893377641e-29
1904,71,35,Pelatihan Pengenalan Rambu-Rambu Lalu Lintas dan Prioritas Pengguna Jalan Menggunakan Media Interaktif,3.948163480860703e-101
1905,71,3,Analisis peran perilaku konsumen untuk merespon green marketing Survei pada konsumen air mineral merek Ades di kalangan mahasiswa Ma’had Puteri Sunan Ampel al-Ali Universitas …,2.1581079739706907e-54
1906,71,37,PENGEMBANGAN MEDIA PEMBELAJARAN MENGGUNAKAN MULTIMEDIA INTERAKTIF PADA KOMPETENSI DASAR MELAKUKAN PERAWATAN PC,1.08895482337702e-30
1907,71,27,SISTEM INFORMASI MANAJEMEN PEMESANAN USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,1.8775237475697857e-77
1908,71,31,Pengembangan Website Sistem Pendukung Keputusan Untuk Menentukan Gizi Balita Di Kota Kediri Menggunakan Metode Fuzzy Mamdani,3.553964580684916e-72
1909,71,30,SISTEM INFORMASI PREDIKSI PENYEWAAN MOBIL MENGGUNAKAN METODE SINGLE EXPONENTIAL SMOOTHING PADA SITA TRANS ARJOSARI MALANG,3.0544562444240987e-41
1910,71,27,ANALISIS USER ACCEPTANCE UNTUK EVALUASI PENGEMBANGAN TEKNOLOGI IOT MENGGUNAKAN UTAUT-5 FAKTOR,7.213926595418761e-78
1911,71,31,SISTEM PENGAMBILAN KEPUTUSAN KELAYAKAN KREDIT MENGGUNAKAN METODE SAW SIMPLE ADDITIVE WEIGHTINGSTUDI KASUS PT BUSSAN AUTO FINANCE SIDOARJO JAWA TIMUR,2.605328137710365e-43
1912,71,38,APLIKASI MANAJEMEN KEUANGAN PRIBADI BERBASIS ANDROID,4.102072810134656e-25
1913,71,31,PENGEMBANGAN WEBSITE SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN GIZI BALITA DI KOTA KEDIRI MENGGUNAKAN METODE FUZZY MAMDANI,3.553964580684916e-72
1914,71,27,Pengembangan Aplikasi Kurikulum Pendidikan Tinggi Berbasis KKNI Studi Kasus Jurusan Teknologi Informasi Politeknik Negeri Malang,3.580570729696583e-77
1915,71,11,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,6.307842481267587e-122
1916,71,9,Pengembangan Kerangka Kerja Untuk Evaluasi Usability Pada E-Government Studi Kasus E-Finance Pemerintah Kota Malang,8.219847398748599e-36
1917,72,3,Prediksi Ketepatan Waktu Lulus Mahasiswa dengan k-Nearest Neighbor dan Naïve Bayes Classifier,2.0519360100685566e-31
1918,72,3,Implementasi Multilayer Perceptron Untuk Memprediksi Harapan Hidup Pada Pasien Penyakit Kardiovaskular,9.19983172010586e-22
1919,72,3,Implementasi Algoritma Ant Tree Miner Untuk Klasifikasi Jenis Fauna,9.971624704550108e-16
1920,72,25,Identifikasi Kualitas Cabai Berdasarkan Warna dan Tekstur Dengan Menggunakan Metode K-Nearest Neighbor,1.8645263184378343e-55
1921,72,30,PERENCANAAN KEBUTUHAN PENJUALAN KAYU PADA TPK REJOSARI KPH MALANG MENGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,1.188125691371592e-52
1922,72,19,Reduksi Fitur untuk Optimasi Prediksi Penyakit Ginjal Kronis menggunakan Radial Basis Function Neural Network,1.4509057007904943e-38
1923,72,28,WORKSHOP OPTIMALISASI DIGITAL MARKETING UNTUK PELAKU UMKM PADA LAPAK BERKAH PKK DI DESA TOYOMARTO SINGOSARI KABUPATEN MALANG,1.0616307521891416e-52
1924,72,3,Implementasi SMOTE dan Under Sampling pada Imbalanced Dataset untuk Prediksi Kebangkrutan Perusahaan,2.812245036842939e-07
1925,72,7,Aplikasi “Loan Appraisal Generator” Untuk Menentukan Kelayakan Pemberian Pinjaman Dengan Menggunakan Metode Naïve Bayes Classifier,2.6248339990910773e-63
1926,72,6,KOMPARASI METODE MACHINE LEARNING UNTUK MEMPREDIKSI HARAPAN HIDUP PASIEN KARDIOVASKULAR,8.287749842057636e-28
1927,72,38,Workshop Pemanfaatan Teknologi untuk Memantau Tumbuh Kembang dan Kesehatan Balita,2.0350471806850168e-91
1928,73,5,Pengembangan Sistem Pakar Untuk Diagnosa Penyakit Kulit Pada Manusia Menggunakan Metode Naive Bayes,5.84650218188587e-48
1929,73,25,Implementasi Metode Support Vector Machine Untuk Indentifikasi Penyakit Daun Tanaman Kubis,1.519923513621617e-26
1930,73,5,Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,3.87142439303079e-34
1931,73,19,Sistem Pengenalan Huruf Bahasa Isyarat Menggunakan Adaptive Learning Vector Quantization,3.638159555802904e-22
1932,73,3,Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,2.175066575751485e-43
1933,73,35,Pelatihan Administrasi Perkantoran Microsoft Office Untuk Warga dan Perangkat Desa Karangduren Kec Pakisaji Kab Malang,7.962462357024257e-111
1934,73,28,Implementasi Metode Moora Untuk Penentuan Prioritas Rehabilitasi Sekolah Pada Dinas Pendidikan Kota Malang,8.124434394367032e-55
1935,73,31,Implementasi Metode Moora Pada Sistem Pendukung Keputusan Untuk Transfer Pemain Sepakbola Yang Tepat Bagi Sebuah Tim,8.791089722873596e-71
1936,73,35,PELATIHAN PEMBUATAN PRESENTASI INTERAKTIF UNTUK WARGA DAN PERANGKAT DESA KARANGDUREN KEC PAKISAJI KAB MALANG,1.7586643098305192e-67
1937,73,7,Analisis Sentimen Kualitas Layanan Online Marketplace Di Indonesia Menggunakan Metode Support Vector Machine,6.589349721082731e-68
1938,73,3,Implementasi Metode Backpropagation pada Prediksi Pemakaian Air Perbulan Studi Kasus PDAM Kabupaten Malang Unit Pakisaji,3.637532790739699e-34
1939,73,27,SISTEM REPOSITORI DAN PENGARSIPAN UNTUK MANAJEMEN PENYIMPANAN DATA SURAT RESMI PADA DESA KARANGDUREN KABUPATEN MALANG,1.6080568748788807e-79
1940,73,14,Implementasi Metode K-Means Dbscan Dan Meanshift Untuk Analisis Jenis Ancaman Jaringan Pada Intrusion Detection System,4.0164569085812186e-27
1941,73,14,ANALISIS JENIS-JENIS ANCAMAN JARINGAN PADA INTRUSION DETECTION SYSTEM MENGGUNAKAN METODE K-MEANS,4.0164569085812186e-27
1942,73,31,Implementasi 360 Degree untuk Membantu Proses Pelaporan Kinerja Dosen Studi Kasus; JTI Polinema,2.925132428430496e-50
1943,73,31,Penilaian Dosen Berprestasi menggunakan Metode Waspas,3.8099860148771855e-30
1944,73,4,Evaluasi Kmeans Clustering Pada Preprocessing Sistem Temu Kembali Informasi,1.0083789584028857e-13
1945,73,27,IMPLEMENTASI 360 DEGREE UNTUK MEMBANTU PROSES PELAPORAN KINERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,8.984764193702964e-81
1946,73,9,SISTEM INFORMASI SURAT PERINTAH PERJALANAN DINAS BERBASIS PHP STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,1.159642860343886e-68
1947,73,28,Aplikasi E-Marketplace untuk Kelompok Usaha Himpunan Nelayan Seluruh Indonesia HNSI Kecamatan Palang Kabupaten Tuban,1.846812266328342e-31
1948,73,28,Penerapan Metode Cosine Similarity Dalam Aplikasi Chatbot Layanan Wisata Di Wilayah Malang,1.1616393180751805e-58
1949,73,3,Clustering Untuk Sistem Manajemen Penjualan Di Klinik Laptop Menggunakan Metode Self Organizing Maps SOM,2.6779344625756088e-61
1950,73,10,Desain Dan Implementasi Hybrid Cloud Computing Sebagai Infrastruktur Untuk Analisis Big Data Menggunakan Analytic Hierarchy Process AHP,1.8464251858409206e-39
1951,73,30,PENERAPAN METODE TREND MOMENT DAN SINGLE EKSPONENTIAL SMOOTING PADA PERAMALAN PENJUALAN BARANG DI WT JAYA PRODUCTION,1.4967833221850763e-49
1952,73,3,PENGEMBANGAN APLIKASI WEBSITE TOKO BERBASIS SYARIAH DENGAN PENERAPAN ALGORITMA APRIORI,1.5832148879836332e-26
1953,73,30,ANALISA PENGGUNAAN METODE MOVING AVERAGE DAN FUZZY TIME SERIES PADA PENGEMBANGAN WEBSITE UNTUK MEMPREDIKSI HARGA TRANSFER PEMAIN MUSIM DEPAN,1.6273504717521272e-45
1954,74,5,Pengembangan Sistem Pakar Pendeteksi Penyakit Pada Kucing Dengan Metode Case Based Reasoning Dan Certainty Factor Berbasis Android,1.7113467121064413e-63
1955,74,14,Desain Dan Analisis Kinerja Virtualisasi Server Menggunakan Proxmox Virtual Environtment,2.1987490106183903e-38
1956,74,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,1.2835589342889589e-85
1957,74,12,Algoritma RC4 dalam Proteksi Transmisi dan Hasil Query untuk ORDBMS Postgresql,1.9070861521153248e-17
1958,74,7,Penerapan Algoritma Naïve Bayes Untuk Klasifikasi Retensi Arsip,1.0034869663046592e-33
1959,74,27,Sistem Informasi Pengukuran Kepuasan Pelanggan Menggunakan Metode Importance Performance Analysis Pada Program Studi Manajemen Informatika,2.0591578540942057e-59
1960,74,4,Aplikasi Pendeteksi Kemiripanpada Dokumen Menggunakan Algoritma Rabin Karp,9.511390140965439e-35
1961,74,30,Sistem Informasi Peramalan Penjualan Barang Dengan Metode Double Exponential Smoothing Studi Kasus Istana Sayur,1.6900080410208067e-55
1962,74,35,Pelatihan Administrasi Perkantoran Microsoft Office Untuk Warga dan Perangkat Desa Karangduren Kec Pakisaji Kab Malang,7.962462357024257e-111
1963,74,28,Aplikasi Pemesanan Ojek Online Berbasis Android Menggunakan Metode Dijkstra,1.1325011265119228e-19
1964,74,35,PELATIHAN PEMBUATAN PRESENTASI INTERAKTIF UNTUK WARGA DAN PERANGKAT DESA KARANGDUREN KEC PAKISAJI KAB MALANG,1.7586643098305192e-67
1965,74,11,ALAT PENGERING KERUPUK BERBASIS ARDUINO UNO MENGGUNAKAN METODE FUZZY,1.9405678734396704e-16
1966,74,11,Sistem Monitoring Berbasis Internet Pada Otomatisasi Suhu Kandang Ayam Broiler Menggunakan Raspberry Pi,1.1073873917977565e-56
1967,74,14,Desain Dan Implementasi Digital Library Dengan Teknologi Cloud Computing Menggunakan Server Proxmox,3.359477552981471e-50
1968,74,28,Optimasi Rute Lokasi Wisata Kota Malang Menggunakan Metode Algoritma Genetika,2.8667243721335355e-27
1969,74,5,Sistem Pakar Diagnosa Penyakit Pada Tanaman Padi Menggunakan Metode Dempster Shafer,7.524534529801211e-21
1970,74,16,Desain dan Implementasi Tools System Administrator dengan Protokol SSH,5.5666457775083066e-43
1971,74,14,Virtualisasi Komputer dalam Pembelajaran Jaringan,2.692990290504337e-23
1972,74,31,Pengembangan Aplikasi Pemilihan Kost Di Kota Malang Dengan Metode Ahp Dan Promethee,3.0026504166829443e-47
1973,74,20,Steganografi Menggunakan Metode Discrete Fourier Transform DFT,8.676235954890175e-17
1974,74,5,Diagnosa Ams Sistem Pakar Untuk Pendaki Gunung,3.2491194638756235e-17
1975,74,14,Implementasi Suricata Pada Server CLOUD PROXMOX VE Sebagai Intrusion Detection System IDS Dalam Pengamanan Jaringan,1.1634952592474178e-66
1976,74,14,Implementasi Remote Desktop Komputer Menggunakan Virtual Network Computing Vnc Server Dan Vnc Viewer Berbasis Android,5.114715539357197e-24
1977,74,28,APLIKASI PENCARIAN RUTE MASJID TERDEKAT DI KOTA MALANG BERBASIS ANDROID,7.5747955214859665e-25
1978,74,19,Voice Recognition Pengenalan Chord ukulele 4 senar dengan menggunakan metode back Propagation Neural Network,9.328194972410417e-24
1979,74,14,ANALISIS KINERJA POLA-POLA TRAFFIC PROTOKOL ROUTING DSR DSDV DAN AODV PADA JARINGAN MANET MENGGUNAKAN NETWORK SIMULATOR NS-2 DAN TRACEGRAPH 202,6.880662453151005e-26
1980,74,27,SISTEM REPOSITORI DAN PENGARSIPAN UNTUK MANAJEMEN PENYIMPANAN DATA SURAT RESMI PADA DESA KARANGDUREN KABUPATEN MALANG,1.6080568748788807e-79
1981,74,16,STUDI KELAYAKAN ALAT ADMINISTRATOR SERVER UNTUK MENINGKATKAN KINERJA PENGELOLAAN KOMPUTER SERVER MENGGUNAKAN PROTOKOL SSH,4.551135745269196e-118
1982,74,14,PENGUJIAN KINERJA WEB SERVER POLINEMA MENGGUNAKAN ALAT UJI JMETER,2.469771954709058e-37
1983,74,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.963405788302575e-92
1984,74,30,Implementasi Metode Triple Exponential Smoothing Pada Sistem Peramalan Permintaan Produk Furniture,1.7625694925489699e-22
1985,74,11,Sistem Monitoring dan Controlling Kualitas Air Tambak Udang Vannamei Berbasis Internet of Things IoT,5.871508626811794e-24
1986,74,28,DESAIN DAN IMPLEMENTASI TOOLS SYSTEM ADMINISTRATOR DENGAN PROTOKOL SSH,1.057456162889987e-22
1987,74,3,Klasifikasi Jenis serangan DOS dan Probing pada IDS menggunakan metode K-Nearest Neighbor,2.370526904351537e-44
1988,74,30,IMPLEMENTASI METODE TRIPLE EXPONENTIAL SMOOTHING PADA SISTEM PERAMALAN PERMINTAAN PRODUK FURNITURE DI CV KYKY MEBEL,6.729302606627971e-49
1989,74,28,SISTEM INFORMASI SARANA DAN PRASARANA BIDANG PENDIDIKAN DASAR BERBASIS CODE IGNITER STUDI KASUS DI DINAS PENDIDIKAN KABUPATEN NGANJUK,2.637704740795633e-68
